name,raw_review,date
Eveny Gomes,"Gostei! App muito eficiente e prático, sem contar que eu posso fazer tudo de casa, não tem aquele estresse de ir ao Banco, pegar senha, ficar na fila",24 de dezembro de 2019
Luiz Felipe,"O aplicativo é bonito é intuitivo, porém o leitor do código de barras não funciona de jeito algum.",3 de janeiro de 2020
Edezia Silva,Sempre que preciso consigo utilizar o aplicativo.,9 de janeiro de 2020
Gizelia Oliveira,"App excelente! Só vou ao banco quando preciso de dinheiro em espécie, caso contrário faço tudo aqui.",9 de janeiro de 2020
Fernando Damásio,"muita praticidade, resolver muota coisa sem precisar ir ao banco ou a um caixa... nesse mindo moderno, onde o tempo é tão escasso é otimo👏👏👏",7 de janeiro de 2020
Fernanda de Antoni Alves,"App de fácil instalação, Seguro e intuitivo!",22 de janeiro de 2020
helga go,"Minhas experiências sempre foram ótimas, atende a todas as minhas necessidades, tenho respostas rápidas do banco através do mesmo",9 de janeiro de 2020
Meire Costa,"O meu infelizmente só posso fazer consulta, nos outros app dos outros Banco até empréstimo eu posso fazer.",24 de janeiro de 2020
Rosana Senra,"Incrível. Fica pior a cada atualização. Agora não recebo mais SMS das transações, mas o app também não aceita alteração na configuração para que eu receba as notificações por ele.",10 de dezembro de 2019
Denise Miriam De Souza Muniz Gomes,"É um relacionamento confuso... O aplicativo não é prático e o banco não explica ao cliente antes o que vai fazer com seu dinheiro. Quando se procura o gerente da conta tem uma fila imensa e perde-se muito tempo na agência. Mesmo o banco dizendo que lhe ofereceu uma conta diferenciada, o tratamento não é bem assim e o app não faz a gente se sentir melhor com relação ao banco.",11 de dezembro de 2019
AJ Junior,"fácil, intuitivo, a maioria das minhas necessidades foram satisfeitas, entretanto, tentei encontrar os consignados existentes para conferência e quitação, mas não encontrei.",13 de dezembro de 2019
Adionaldo Menezes de Souza,O acesso com comodidade e de qualquer lugar e todo histórico de movimentação da conta com facilidade e rapidez.,1 de janeiro de 2020
Helio Chico,"A minha opinião, fica bem clara quando uso o aplicativo. Rápido, completo, preciso, de fácil entendimento e, sobretudo, atende às minhas necessidades diárias, facilitando-me.",20 de dezembro de 2019
Carmen Lage,"App excelente, com facilidade operacional e grande número de serviços e operações que facilitam a vida do cliente, sem que este precise se deslocar até sua agência.",27 de dezembro de 2019
Mario Amorim,Nunca consegui tirar senha pelo app! Todas as vezes q precisei dizia ERRO NO SISTEMA. Ou seja; não serve pra nada!!!,10 de janeiro de 2020
Gloria Maria Mota Fernandes,Muito boa nao tenho do que reclamar. Claro que o inicio é dificil mas depois segue tudo dentro das normalidades.,18 de janeiro de 2020
Renato Landim,"To gostando muito,dá pra fazer tudo pelo app,fora o atendimento que foi excelente na agência que fui..",24 de janeiro de 2020
Ivana Kelly,No extrato de emprestimo de adiantantamento de 13 deveria constar a data que será descontado o valor e especificar a parcela do décimo(primeira ou segunda). Atualmente só consta a data do contrato.,12 de dezembro de 2019
Sandra Rodrigues,"Prático me ajuda a não enfrentar filas, que odeio Estou tendo dificuldade para pagar meu IPVA no app. Não aparece a opção para São Paulo, já liguei na central mas ninguém pode me ajudar",6 de janeiro de 2020
Divina Rocha,"Esse aplicativo do BB é simplesmente maravilhoso agiliza a vida das pessoas e economiza tempo. Parabéns BB. Não saio nem de casa pra fazer pagamento,transferir dinheiro etc.",21 de dezembro de 2019
Gabriel Alves,"O app BB é o melhor aplicativo de banco. Sem anúncios, sistema fácil de usar, layout bonita e atual. Parabéns Banco do Brasil!",6 de janeiro de 2020
Emilly Yara Lima,"Vincule meu benefício para minha conta poupança já passou da data mas até agora não entrou. Deveria ser informada sobre possíveis atraso pois á conta do INSS entrava meu salário domingos.feriados. na noite anterior já estava na conta .Muito pelo contrário tinha 11,42$ simplesmente sumiu após está avaliação editei pois não há opção de um novo comentário. Xateadissima",27 de dezembro de 2019
Saiara Alves Farh,"O app trava muito, e a última atualização que teve foi retirado a possibilidade de falarmos por chat com o gerente pessoal, ficou mais difícil resolver os problemas inerente a conta.",27 de dezembro de 2019
Debora Candido,"O melhor ,corresponde todas minhas necessidades,sem precisar ter que ficar horas em uma fila de banco tenho tudo aqui no app.",31 de dezembro de 2019
Jandir Luiz,"Muito funcional. Só carece de ter um meio de mudar de conta, caso o usuário possua, de maneira mais rápida. Sem a necessidade de relogar para ter acesso. 👍👍👍",27 de dezembro de 2019
paolo willian,"O app e pessimo pois tenho o limite para efetua pagamento acima de 5 mil mas o app nao deixa paga um boleto de 1100,00 .o app tem que melhora muito para fica ruim pois ele esta pessimo",3 de janeiro de 2020
adilson jussiani junior,"App rápido, fácil uso, perfeito para o dia dia. BB está de parabéns...",6 de janeiro de 2020
Marcia Borges,Ótimo App. Dá resolver muitas coisas sem precisar ir á agência. Prático e muito fácil de usar.,7 de janeiro de 2020
Júlio Moreira,"Vc configura os limites e constantemente os limites são alterados do nada, fazendo vc ter que voltar ao caixa rápido.",9 de janeiro de 2020
Vandeilson. Santos.,Aplicativo volta pra tela de login todas as vezes que você executa uma ação.,13 de janeiro de 2020
alice rocha,Bom só que precisa melhora não tenho nem uma restrição mas fica travando imorestimo Tem que ser mais rápido fica muito tempooóooooooooóoooppppppppppgdfrtffffftyyygvgghhyuiiioi,16 de janeiro de 2020
Charles Adriano,Deixa um pouco a desejar pois quando vc troca de celular sempre tem que ir ao banco pra resolver alguma função do app que deixa de funcionar e nao se resolve do próprio app.,15 de janeiro de 2020
João Marcelo Peixoto Moreira,Há mais de mês que esse aplicativo entra na minha conta eventualmente quando quer. Sinceramente nem sei pq ainda não desinstalei ele. Está praticamente inútil no celular gastando memória,15 de dezembro de 2019
Antonio Lucimar Pasolini,"Minha conta é salário. Gostaria de ter conta normal mas sem custos, pois se já detém o nosso dinheiro para jogar com ele, porque ainda temos que pagar para ter conta?",28 de dezembro de 2019
Ana Joaquina Silva,"Economia de tempo, facilidade para realizar pagamentos ou outros quando em local sem agência e principalmente fora dos perigos que estão nas ruas.",18 de dezembro de 2019
Luana Rezende Gomes,"Muito bom,em qualquer lugar. Mas não consigo fazer transferência por causa do antigo número de telefone já troquei na agência mais não resolvem nada. Obrigada.",19 de dezembro de 2019
Thiago Fontinelly Brasil,"App prático, eficiente, moderno e resolve minha vida bancária sem sair de casa.",6 de janeiro de 2020
roger souza,"Deveria ser como o app da caixa que vc troca de telefone e entra com os dados pessoais e senha e não precisa ir ao banco novamente pra liberar dispositivo. Enquanto menos fila melhor, tudo online é mais simples e mais seguro para a vida.",9 de dezembro de 2019
Taylison Lima,Muito ruim esse aplicativo. Eu ia abrir uma conta corrente nesse banco. Mas como o aplicativo n funciona vou abrir em outro banco,9 de janeiro de 2020
lucio elber licariao tavora tavora,"É muito bom. Fácil de navegar e uma explicação direta e fácil de se entender. Menos burocrática, melhor do que conversar com gerentes e funcionários.",8 de janeiro de 2020
Janayna - Prem Mandira,"Interativo, instrutivo e de fácil manuseio.",11 de janeiro de 2020
Eliane Teixeira,"Adorei esse aplicativo. Prático, rápido, moderno para nosso dia a dia!",10 de janeiro de 2020
Sandra Regina Giuli Soares,"Não consigo por crédito, não consigo fazer transferência , não consigo fazer nada....",25 de janeiro de 2020
David Victor,"O botão ""Geral"" em configurações não funciona, fica abrindo e fechando sem parar",26 de janeiro de 2020
carolina maria,"Gosto muito do aplicativo, só mudaria o tamanho da fonte na qual ele mostra o saldo da conta (deixaria menor).",30 de dezembro de 2019
Enisa Pereira da Silva,"Muito fácil, claro, e rápido para localizar o que se deseja. Auto explicativo. Excelente formato de disposição das informações. Cores agradáveis.",24 de dezembro de 2019
MANOEL NETO,Ruim!!! Não tem como ver limite do cartão de crédito e nem o quanto a pessoa ultilizou do cartão crédito quando chega o final do mês é a surpresa ! Faltou a pessoa ter o acesso do extrato do cartão!!!,25 de dezembro de 2019
Jefferson,Por que o banco não coloca opção de antecipação das parcelas do empréstimo no app? Pelo menos para termos uma simulação do quanto pagaríamos com a antecipação das parcelas.,16 de dezembro de 2019
Alexandre Cardozo,"Estou muito satisfeito com o app, principalmente com leitor de digitais. Consigo fazer tudo pelo celular com segurança e rapidez.",30 de dezembro de 2019
Nilton Ferreira,Simplesmente acompanha a evolução da tecnologia de forma a proporcionar o que todos precisam. Excelente aplicativo.,4 de janeiro de 2020
Christian Niel,"Em geral, o aplicativo é bom. Porém, apresenta alguns problemas. Entre eles, faz confusão entre saldo disponível e saldo efetivo na conta. Para alguns investimentos, apresenta uma curva anual de rendimentos completamente errada.",29 de dezembro de 2019
henrique belletable,"Muito bom mas tem sempre que atualizar la no caixa eletrônico para fazer operações, deixa um pouco a desejar com a tecnologia de hoje bastava mandar um sms",10 de janeiro de 2020
Jorge José Zaniboni,"Muito fácil de usar, limpo e rápido. Totalmente sem complicações.",10 de janeiro de 2020
Edi Goulart,Muito bom. Simplificou muito minhas operações bancárias. Aplicativo muito simples e claro.,18 de janeiro de 2020
Priscila Ferreira,Minha experiência logo de primeira sobre o banco é excelente abri a conta e já saí com oportunidade.... Super recomendo,20 de janeiro de 2020
Raquel Soares Bello,Não estou conseguindo desbloquear o celular para fazer transferência etc Na parte GERAL PISCA E TELA DO CELULAR impedindo fazer qualquer coisa,25 de janeiro de 2020
Marcos Maia,"ótimo aplicativo, fácil de manusear, atualizado, rápido, me ajuda muito.",31 de dezembro de 2019
Patricia Carvalho,Muito bom. Prático e eficiente. Recomendo.,17 de janeiro de 2020
Anderson Santos,"É o App bancário com menos burocracia, muito útil e fácil de ser usado. Parabéns, BB. Vocês são nota 1000!",30 de dezembro de 2019
João Carlos Marques,"Aplicativo bem completo e detalhado, ótimo layout. Poderia ter tutoriais para ensinar a cadastrar todas as senhas de proteção.",23 de dezembro de 2019
Jaquelyne Araújo,"BB não estou conseguindo acessar o aplicativo com o meu dispositivo,já tentei de tudo,fui na agência já liguei pra central e nada. Como vai resolver,preciso pagar a fatura do cartão 😑",12 de dezembro de 2019
Jéssica,"Não consigo mais acessar minha conta de jeito nenhum. Usando a digital ou a senha sempre dá o mesmo erro de que não é possível se conectar, fica impossível fazer qualquer coisa assim.",12 de dezembro de 2019
Ivani Maria Santos,"Gosto de app por ser rápido, prático e fácil, posso acessa lo, de onde eu estiver, sem burocracias e tudo muito rápido ele é muito tranquilo, o que me agrada muito.",18 de dezembro de 2019
Veronica Valerio,"É um aplicativo muito bom ,vc pode acessar todos as funções necessárias que precisamos.Como extratos,saldo,fatura de cartão. fazer pagamentos,empréstimos pessoais etc.",19 de dezembro de 2019
Thiago de Aragão,O aplicativo melhorou sensivelmente. De medíocre para ótimo. E o fato de se poderia acessar offline e fazer transações é fantástico. Estão de parabéns.,19 de dezembro de 2019
Vera condé,Quando estou fora da minha cidade não consigo usar o aplicativo. O atendimento por whatsapp é virtual e o sistema não entende nada. Já reinstalei e não resolveu. Continua sem acesso,20 de dezembro de 2019
Anderson Lopes,Aplicativo excelente e muito rápido. Com certeza o melhor aplicativo de banco.,31 de dezembro de 2019
Nizomar Farias,"Muito bom o aplicativo, facilita bastante minha vida com o banco, simples e fácil de usar.",2 de janeiro de 2020
Socorro Dias,"Maravilhoso, prático, cômodo , fácil de manusear , confiável e muito rápido , resolvo tudo que quero sem sair de casa. E seguro. Amei!!!!",19 de dezembro de 2019
Claudir Pontes de Matos,"Sendo esta a primeira vez que utilizo o aplicativo, estou satisfeito com as buscas que fiz. Ainda faltam outros ítens a serem avaliados após o uso.",27 de dezembro de 2019
Gabriel Mariano,"NÃO consigo habilitar meu celular Samsung A70 para transações, o app do BB reconhece apenas as câmera wide do smartphone na hora de ler o QRCode.",6 de janeiro de 2020
